Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:CBA,"Commonwealth Bank (ASX:CBA)",https://www.listcorp.com/asx/cba/commonwealth-bank,"	282949000000",170.55,1.47,0.87,Financials
ASX:BHP,"BHP Group Limited (ASX:BHP)",https://www.listcorp.com/asx/bhp/bhp-group-limited,"	216616000000",42.77,0.12,0.28,Materials
ASX:WBC,"Westpac Banking Corp (ASX:WBC)",https://www.listcorp.com/asx/wbc/westpac,"	131000000000",38.37,0.07,0.18,Financials
ASX:NAB,"National Australia Bank Limited (ASX:NAB)",https://www.listcorp.com/asx/nab/national-australia-bank-limited,"	128219000000",42.11,0.25,0.6,Financials
ASX:CSL,"CSL Limited (ASX:CSL)",https://www.listcorp.com/asx/csl/csl-limited,"	104183000000",216.515,1.36,0.63,"Health Care"
ASX:WES,"Wesfarmers Limited (ASX:WES)",https://www.listcorp.com/asx/wes/wesfarmers-limited,"	103664000000",92.33,0.94,1.03,"Consumer Discretionary"
ASX:ANZ,"ANZ Group Holdings Limited (ASX:ANZ)",https://www.listcorp.com/asx/anz/anz-group-holdings-limited,"	98903700000",33.37,0.22,0.66,Financials
ASX:MQG,"Macquarie Group Limited (ASX:MQG)",https://www.listcorp.com/asx/mqg/macquarie-group-limited,"	85603700000",224.81,0.20,0.09,Financials
ASX:GMG,"Goodman Group (ASX:GMG)",https://www.listcorp.com/asx/gmg/goodman-group,"	69160700000",34.125,0.07,0.22,"Real Estate"
ASX:FMG,"Fortescue Ltd (ASX:FMG)",https://www.listcorp.com/asx/fmg/fortescue-ltd,"	59177700000",19.21,-0.01,-0.05,Materials
ASX:TLS,"Telstra Group Limited (ASX:TLS)",https://www.listcorp.com/asx/tls/telstra-group-limited,"	56697400000",4.885,-0.10,-1.91,"Communication Services"
ASX:WDS,"Woodside Energy Group Ltd (ASX:WDS)",https://www.listcorp.com/asx/wds/woodside-energy-group,"	51323200000",27.11,0.08,0.3,Energy
ASX:TCL,"Transurban Group (ASX:TCL)",https://www.listcorp.com/asx/tcl/transurban-group,"	45744500000",14.68,-0.01,-0.07,Industrials
ASX:ALL,"Aristocrat Leisure Limited (ASX:ALL)",https://www.listcorp.com/asx/all/aristocrat-leisure-limited,"	44621500000",71.83,-0.03,-0.04,"Consumer Discretionary"
ASX:RIO,"Rio Tinto (ASX:RIO)",https://www.listcorp.com/asx/rio/rio-tinto,"	42845800000",115.36,-0.06,-0.05,Materials
ASX:WOW,"Woolworths Group Limited (ASX:WOW)",https://www.listcorp.com/asx/wow/woolworths-group,"	40825700000",29.95,-3.47,-10.38,"Consumer Staples"
ASX:WTC,"WiseTech Global Limited (ASX:WTC)",https://www.listcorp.com/asx/wtc/wisetech-global-limited,"	38732600000",98.69,-17.06,-14.74,"Information Technology"
ASX:BXB,"Brambles Limited (ASX:BXB)",https://www.listcorp.com/asx/bxb/brambles-limited,"	35719900000",26.22,0.09,0.34,Industrials
ASX:REA,"REA Group Ltd (ASX:REA)",https://www.listcorp.com/asx/rea/rea-group,"	34074400000",251.91,-6.01,-2.33,"Communication Services"
ASX:SIG,"Sigma Healthcare Limited (ASX:SIG)",https://www.listcorp.com/asx/sig/sigma-healthcare-limited,"	32553200000",2.91,0.09,3.19,"Health Care"
ASX:QBE,"QBE Insurance Group Limited (ASX:QBE)",https://www.listcorp.com/asx/qbe/qbe-insurance-group-limited,"	31951900000",21.38,0.22,1.04,Financials
ASX:PME,"Pro Medicus Limited (ASX:PME)",https://www.listcorp.com/asx/pme/pro-medicus,"	31602000000",304.215,1.84,0.61,"Health Care"
ASX:COL,"Coles Group Limited (ASX:COL)",https://www.listcorp.com/asx/col/coles-group-limited,"	30179400000",22.78,0.28,1.24,"Consumer Staples"
ASX:XRO,"Xero Limited (ASX:XRO)",https://www.listcorp.com/asx/xro/xero-limited,"	27130900000",164.3,0.25,0.15,"Information Technology"
ASX:NST,"Northern Star Resources Limited (ASX:NST)",https://www.listcorp.com/asx/nst/northern-star-resources-limited,"	26599100000",19.27,0.67,3.6,Materials
ASX:STO,"Santos Limited (ASX:STO)",https://www.listcorp.com/asx/sto/santos-limited,"	25884700000",7.955,-0.02,-0.19,Energy
ASX:RMD,"ResMed Inc (ASX:RMD)",https://www.listcorp.com/asx/rmd/resmed-inc,"	25703100000",43.98,-0.07,-0.16,"Health Care"
ASX:SUN,"Suncorp Group Limited (ASX:SUN)",https://www.listcorp.com/asx/sun/suncorp-group-limited,"	22904800000",21.24,0.09,0.43,Financials
ASX:ORG,"Origin Energy Limited (ASX:ORG)",https://www.listcorp.com/asx/org/origin-energy-limited,"	22240700000",13,0.09,0.7,Utilities
ASX:CPU,"Computershare Limited (ASX:CPU)",https://www.listcorp.com/asx/cpu/computershare-limited,"	22030800000",38.34,0.25,0.66,Industrials
ASX:VAS,"Vanguard Australian Shares Index ETF (ASX:VAS)",https://www.listcorp.com/asx/vas/vanguard-australian-shares-index-etf,"	21993300000",111.48,0.40,0.36,Unclassified
ASX:SCG,"Scentre Group Limited (ASX:SCG)",https://www.listcorp.com/asx/scg/scentre-group-limited,"	21147200000",4.075,0.02,0.37,"Real Estate"
ASX:SGH,"SGH Limited (ASX:SGH)",https://www.listcorp.com/asx/sgh/sgh-limited,"	20122000000",49.89,0.45,0.91,Industrials
ASX:IAG,"Insurance Australia Group Limited (ASX:IAG)",https://www.listcorp.com/asx/iag/insurance-australia-group-limited,"	20034000000",8.53,0.06,0.71,Financials
ASX:COH,"Cochlear Limited (ASX:COH)",https://www.listcorp.com/asx/coh/cochlear-limited,"	19685700000",300.07,-0.93,-0.31,"Health Care"
ASX:FPH,"Fisher & Paykel Healthcare Corporation Limited (ASX:FPH)",https://www.listcorp.com/asx/fph/fisher-and-paykel-healthcare-corporation-limited,"	19669400000",33.77,0.22,0.66,"Health Care"
ASX:QAN,"Qantas Airways Limited (ASX:QAN)",https://www.listcorp.com/asx/qan/qantas-airways-limited,"	16811600000",11.065,-0.05,-0.41,Industrials
ASX:EVN,"Evolution Mining Limited (ASX:EVN)",https://www.listcorp.com/asx/evn/evolution-mining-limited,"	16793300000",8.68,0.34,4.08,Materials
ASX:PMGOLD,"Perth Mint Gold Structured Product (ASX:PMGOLD)",https://www.listcorp.com/asx/pmgold/perth-mint-gold-structured-product,"	16663300000",51.99,0.16,0.31,Unclassified
ASX:SOL,"Washington H. Soul Pattinson and Company Limited (ASX:SOL)",https://www.listcorp.com/asx/sol/washington-h.-soul-pattinson-and-company-limited,"	15501600000",42.47,0.33,0.78,Financials
ASX:SGP,"Stockland (ASX:SGP)",https://www.listcorp.com/asx/sgp/stockland,"	15166900000",6.32,0.00,0,"Real Estate"
ASX:CAR,"CAR Group Limited (ASX:CAR)",https://www.listcorp.com/asx/car/car-group-limited,"	15159900000",40.05,-0.04,-0.1,"Communication Services"
ASX:MPL,"Medibank Private Limited (ASX:MPL)",https://www.listcorp.com/asx/mpl/medibank-private-limited,"	14045400000",5.095,-0.01,-0.1,Financials
ASX:LYC,"Lynas Rare Earths Limited (ASX:LYC)",https://www.listcorp.com/asx/lyc/lynas-rare-earths-limited,"	13760400000",14.735,0.03,0.17,Materials
ASX:TNE,"Technology One Limited (ASX:TNE)",https://www.listcorp.com/asx/tne/technology-one-limited,"	13235500000",40.55,0.12,0.3,"Information Technology"
ASX:JHX,"James Hardie Industries plc (ASX:JHX)",https://www.listcorp.com/asx/jhx/james-hardie-industries-plc,"	13133500000",31.06,0.51,1.67,Materials
ASX:S32,"South32 Limited (ASX:S32)",https://www.listcorp.com/asx/s32/south32-limited,"	13060500000",2.925,0.02,0.86,Materials
ASX:TLC,"The Lottery Corporation Limited (ASX:TLC)",https://www.listcorp.com/asx/tlc/the-lottery-corporation-limited,"	12998500000",5.74,-0.10,-1.71,"Consumer Discretionary"
ASX:JBH,"JB Hi-Fi Limited (ASX:JBH)",https://www.listcorp.com/asx/jbh/jb-hi-fi-limited,"	12577800000",116.37,1.33,1.16,"Consumer Discretionary"
ASX:VGS,"Vanguard MSCI Index International Shares ETF (ASX:VGS)",https://www.listcorp.com/asx/vgs/vanguard-msci-index-international-shares-etf,"	12405400000",148.56,0.24,0.16,Unclassified
ASX:ASX,"ASX Limited (ASX:ASX)",https://www.listcorp.com/asx/asx/asx-limited,"	11990200000",62.15,0.44,0.71,Financials
ASX:VCX,"Vicinity Centres (ASX:VCX)",https://www.listcorp.com/asx/vcx/vicinity-centres,"	11863500000",2.605,0.00,0.19,"Real Estate"
ASX:SHL,"Sonic Healthcare Limited (ASX:SHL)",https://www.listcorp.com/asx/shl/sonic-healthcare,"	11782600000",23.97,0.13,0.55,"Health Care"
ASX:IVV,"iShares S&P 500 ETF (ASX:IVV)",https://www.listcorp.com/asx/ivv/ishares-s-and-p-500-etf,"	11740600000",66.38,0.13,0.2,Unclassified
ASX:AIA,"Auckland International Airport Limited (ASX:AIA)",https://www.listcorp.com/asx/aia/auckland-international-airport-limited,"	11546700000",6.88,0.04,0.58,Industrials
ASX:NEM,"Newmont Corporation (ASX:NEM)",https://www.listcorp.com/asx/nem/newmont-corporation,"	11438500000",111.4,2.37,2.17,Materials
ASX:APA,"APA Group (ASX:APA)",https://www.listcorp.com/asx/apa/apa-group,"	11362100000",8.765,0.05,0.63,Utilities
ASX:CHC,"Charter Hall Group (ASX:CHC)",https://www.listcorp.com/asx/chc/charter-hall-group,"	11281000000",23.82,-0.03,-0.13,"Real Estate"
ASX:GPT,"The GPT Group (ASX:GPT)",https://www.listcorp.com/asx/gpt/gpt-group,"	10727200000",5.59,-0.01,-0.18,"Real Estate"
ASX:IFT,"Infratil Limited (ASX:IFT)",https://www.listcorp.com/asx/ift/infratil-limited,"	10716700000",10.85,-0.09,-0.82,Financials
ASX:ORI,"Orica Limited (ASX:ORI)",https://www.listcorp.com/asx/ori/orica-limited,"	10449700000",21.89,-0.04,-0.18,Materials
ASX:SEK,"SEEK Limited (ASX:SEK)",https://www.listcorp.com/asx/sek/seek-limited,"	9995020000",28.06,0.08,0.29,"Communication Services"
ASX:BSL,"BlueScope Steel Limited (ASX:BSL)",https://www.listcorp.com/asx/bsl/bluescope-steel-limited,"	9947670000",23.08,0.40,1.76,Materials
ASX:TPG,"TPG Telecom Limited (ASX:TPG)",https://www.listcorp.com/asx/tpg/tpg-telecom-limited,"	9798730000",5.25,-0.02,-0.38,"Communication Services"
ASX:MGR,"Mirvac Group (ASX:MGR)",https://www.listcorp.com/asx/mgr/mirvac-group,"	9430610000",2.4,0.01,0.42,"Real Estate"
ASX:ALQ,"ALS Limited (ASX:ALQ)",https://www.listcorp.com/asx/alq/als-limited,"	9373050000",18.5,0.02,0.11,Industrials
ASX:AFI,"Australian Foundation Investment Company Limited (ASX:AFI)",https://www.listcorp.com/asx/afi/australian-foundation-investment-company-limited,"	9254950000",7.38,0.00,0,Financials
ASX:AMC,"Amcor Limited (ASX:AMC)",https://www.listcorp.com/asx/amc/amcor-limited,"	8983860000",13.06,0.02,0.15,Materials
ASX:NXT,"NEXTDC Limited (ASX:NXT)",https://www.listcorp.com/asx/nxt/nextdc-limited,"	8959420000",13.69,-0.30,-2.14,"Information Technology"
ASX:RHC,"Ramsay Health Care Limited (ASX:RHC)",https://www.listcorp.com/asx/rhc/ramsay-health-care-limited,"	8817700000",38.27,0.07,0.18,"Health Care"
ASX:HUB,"HUB24 Limited (ASX:HUB)",https://www.listcorp.com/asx/hub/hub24-limited,"	8623800000",106.6,0.36,0.34,Financials
ASX:NWL,"Netwealth Group Limited (ASX:NWL)",https://www.listcorp.com/asx/nwl/netwealth-group-limited,"	8617570000",35.19,0.03,0.09,Financials
ASX:A200,"BetaShares Australia 200 ETF (ASX:A200)",https://www.listcorp.com/asx/a200/betashares-australia-200-etf,"	8205720000",150.02,0.61,0.41,Unclassified
ASX:MCY,"Mercury NZ Limited (ASX:MCY)",https://www.listcorp.com/asx/mcy/mercury-nz-limited,"	8118190000",5.77,0.00,0,Utilities
ASX:DXS,"Dexus (ASX:DXS)",https://www.listcorp.com/asx/dxs/dexus,"	8109760000",7.54,0.00,0,"Real Estate"
ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,"	7931460000",46.23,-0.09,-0.19,"Information Technology"
ASX:ALX,"Atlas Arteria (ASX:ALX)",https://www.listcorp.com/asx/alx/atlas-arteria,"	7819990000",5.36,-0.03,-0.56,Industrials
ASX:HVN,"Harvey Norman Holdings Limited (ASX:HVN)",https://www.listcorp.com/asx/hvn/harvey-norman-holdings-limited,"	7687860000",6.21,0.04,0.65,"Consumer Discretionary"
ASX:BEN,"Bendigo and Adelaide Bank Limited (ASX:BEN)",https://www.listcorp.com/asx/ben/bendigo-and-adelaide-bank-limited,"	7650700000",13.54,0.07,0.52,Financials
ASX:QUAL,"VanEck MSCI International Quality ETF (ASX:QUAL)",https://www.listcorp.com/asx/qual/vaneck-msci-international-quality-etf,"	7559850000",59.23,0.26,0.44,Unclassified
ASX:IOZ,"iShares Core S&P/ASX 200 ETF (ASX:IOZ)",https://www.listcorp.com/asx/ioz/ishares-core-s-and-p-asx-200-etf,"	7490030000",36.14,0.12,0.33,Unclassified
ASX:QUB,"Qube Holdings Limited (ASX:QUB)",https://www.listcorp.com/asx/qub/qube-holdings-limited,"	7447960000",4.22,0.01,0.24,Industrials
ASX:YAL,"Yancoal Australia Ltd (ASX:YAL)",https://www.listcorp.com/asx/yal/yancoal-australia-ltd,"	7222800000",5.51,0.04,0.73,Energy
ASX:EDV,"Endeavour Group Limited (ASX:EDV)",https://www.listcorp.com/asx/edv/endeavour-group-limited,"	7217650000",4.03,0.00,0,"Consumer Staples"
ASX:EBO,"EBOS Group Limited (ASX:EBO)",https://www.listcorp.com/asx/ebo/ebos-group-limited,"	7192610000",31.64,-3.75,-10.6,"Health Care"
ASX:ARG,"Argo Investments Limited (ASX:ARG)",https://www.listcorp.com/asx/arg/argo-investments-limited,"	7130540000",9.37,0.00,0,Financials
ASX:MGOC,"Magellan Global Fund (Open Class) (Managed Fund) (ASX:MGOC)",https://www.listcorp.com/asx/mgoc/magellan-global-fund-open-class-managed-fund,"	7063620000",3.1,0.00,0,Unclassified
ASX:ALD,"Ampol Limited (ASX:ALD)",https://www.listcorp.com/asx/ald/ampol-limited,"	7037060000",29.63,0.10,0.34,Energy
ASX:REH,"Reece Limited (ASX:REH)",https://www.listcorp.com/asx/reh/reece-limited,"	7034770000",11.08,0.19,1.74,Industrials
ASX:PLS,"Pilbara Minerals Limited (ASX:PLS)",https://www.listcorp.com/asx/pls/pilbara-minerals-limited,"	6918780000",2.245,0.10,4.42,Materials
ASX:MIN,"Mineral Resources Limited (ASX:MIN)",https://www.listcorp.com/asx/min/mineral-resources-limited,"	6893870000",36,0.92,2.62,Materials
ASX:NDQ,"BetaShares NASDAQ 100 ETF (ASX:NDQ)",https://www.listcorp.com/asx/ndq/betashares-nasdaq-100-etf,"	6878460000",53.38,0.15,0.28,Unclassified
ASX:SDF,"Steadfast Group Limited (ASX:SDF)",https://www.listcorp.com/asx/sdf/steadfast-group,"	6781560000",6.175,0.04,0.73,Financials
ASX:A2M,"The A2 Milk Company Limited (ASX:A2M)",https://www.listcorp.com/asx/a2m/the-a2-milk-company,"	6639260000",9.21,0.04,0.44,"Consumer Staples"
ASX:WOR,"Worley Limited (ASX:WOR)",https://www.listcorp.com/asx/wor/worley-limited,"	6507250000",13.13,0.52,4.12,Industrials
ASX:TLX,"Telix Pharmaceuticals Limited (ASX:TLX)",https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,"	6405890000",18.63,-0.30,-1.58,"Health Care"
ASX:TWE,"Treasury Wine Estates Limited (ASX:TWE)",https://www.listcorp.com/asx/twe/treasury-wine-estates-limited,"	6377810000",7.68,-0.18,-2.29,"Consumer Staples"
ASX:MEZ,"Meridian Energy Limited (ASX:MEZ)",https://www.listcorp.com/asx/mez/meridian-energy-limited,"	6259840000",4.92,0.01,0.2,Utilities
ASX:DACE,"Dimensional Australian Core Equity Trust (Managed Fund) (ASX:DACE)",https://www.listcorp.com/asx/dace/dimensional-australian-core-equity-trust-managed-fund,"	6242830000",18.52,0.15,0.82,Unclassified
ASX:STW,"SPDR S&P/ASX 200 Fund (ASX:STW)",https://www.listcorp.com/asx/stw/spdr-s-and-p-asx-200-fund,"	6242160000",80.84,0.31,0.38,Unclassified
ASX:CWY,"Cleanaway Waste Management Limited (ASX:CWY)",https://www.listcorp.com/asx/cwy/cleanaway-waste-management-limited,"	6071020000",2.745,0.03,0.92,Industrials
ASX:VTS,"Vanguard US Total Market Shares Index ETF (ASX:VTS)",https://www.listcorp.com/asx/vts/vanguard-us-total-market-shares-index-etf,"	5954550000",490.29,1.37,0.28,Unclassified
ASX:SFR,"Sandfire Resources Limited (ASX:SFR)",https://www.listcorp.com/asx/sfr/sandfire-resources-limited,"	5784310000",12.68,0.08,0.63,Materials
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	5757310000",3.17,0.16,5.32,Materials
ASX:CGF,"Challenger Limited (ASX:CGF)",https://www.listcorp.com/asx/cgf/challenger-limited,"	5745500000",8.32,0.01,0.12,Financials
ASX:APE,"Eagers Automotive Limited (ASX:APE)",https://www.listcorp.com/asx/ape/eagers-automotive-limited,"	5680210000",22.03,0.02,0.09,"Consumer Discretionary"
ASX:AZJ,"Aurizon Holdings Limited (ASX:AZJ)",https://www.listcorp.com/asx/azj/aurizon-holdings-limited,"	5653930000",3.25,0.02,0.62,Industrials
ASX:WHC,"Whitehaven Coal Limited (ASX:WHC)",https://www.listcorp.com/asx/whc/whitehaven-coal,"	5618860000",6.78,0.03,0.44,Energy
ASX:DNL,"Dyno Nobel Limited (ASX:DNL)",https://www.listcorp.com/asx/dnl/dyno-nobel-limited,"	5577800000",3.1,0.04,1.31,Materials
ASX:CDA,"Codan Limited (ASX:CDA)",https://www.listcorp.com/asx/cda/codan-limited,"	5556070000",30.46,-0.14,-0.46,"Information Technology"
ASX:AGL,"AGL Energy Limited (ASX:AGL)",https://www.listcorp.com/asx/agl/agl-energy-limited,"	5462710000",8.11,-0.01,-0.12,Utilities
ASX:VHY,"Vanguard Australian Shares High Yield ETF (ASX:VHY)",https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,"	5462280000",79.13,0.29,0.37,Unclassified
ASX:ZIP,"Zip Co Limited (ASX:ZIP)",https://www.listcorp.com/asx/zip/zip-co-limited,"	5318230000",4.09,-0.03,-0.73,Financials
ASX:VGAD,"Vanguard MSCI Index International Shares (Hedged) ETF (ASX:VGAD)",https://www.listcorp.com/asx/vgad/vanguard-msci-index-international-shares-hedged-etf,"	5308510000",112.62,0.43,0.38,Unclassified
ASX:GQG,"GQG Partners Inc. (ASX:GQG)",https://www.listcorp.com/asx/gqg/gqg-partners,"	5275190000",1.725,-0.06,-3.36,Financials
ASX:BKW,"Brickworks Limited (ASX:BKW)",https://www.listcorp.com/asx/bkw/brickworks-limited,"	5252760000",34.69,0.38,1.11,Materials
ASX:XYZ,"Block Inc. (ASX:XYZ)",https://www.listcorp.com/asx/xyz/block-inc,"	5213500000",121,-0.23,-0.19,Financials
ASX:BOQ,"Bank of Queensland Limited (ASX:BOQ)",https://www.listcorp.com/asx/boq/bank-of-queensland-limited,"	5205760000",7.905,0.03,0.44,Financials
ASX:ANN,"Ansell Limited (ASX:ANN)",https://www.listcorp.com/asx/ann/ansell-limited,"	5048230000",34.11,-0.48,-1.39,"Health Care"
ASX:PRU,"Perseus Mining Limited (ASX:PRU)",https://www.listcorp.com/asx/pru/perseus-mining-limited,"	5025680000",3.89,0.17,4.57,Materials
ASX:DOW,"Downer EDI Limited (ASX:DOW)",https://www.listcorp.com/asx/dow/downer-edi-limited,"	4895770000",7.37,0.08,1.1,Industrials
ASX:BRG,"Breville Group Limited (ASX:BRG)",https://www.listcorp.com/asx/brg/breville-group-limited,"	4856620000",33.74,0.00,0,"Consumer Discretionary"
ASX:GMD,"Genesis Minerals Limited (ASX:GMD)",https://www.listcorp.com/asx/gmd/genesis-minerals-limited,"	4850050000",4.47,0.18,4.2,Materials
ASX:IOO,"iShares Global 100 ETF (ASX:IOO)",https://www.listcorp.com/asx/ioo/ishares-global-100-etf,"	4835680000",174.54,0.35,0.2,Unclassified
ASX:PNI,"Pinnacle Investment Management Group Limited (ASX:PNI)",https://www.listcorp.com/asx/pni/pinnacle-investment-management-group-limited,"	4818960000",21.36,0.11,0.52,Financials
ASX:DGCE,"Dimensional Global Core Equity Trust (Managed Fund)  Unhedged Class (ASX:DGCE)",https://www.listcorp.com/asx/dgce/dimensional-global-core-equity-trust-managed-fund-unhedged-class,"	4772160000",29.42,0.07,0.24,Unclassified
ASX:VNT,"Ventia Services Group Limited (ASX:VNT)",https://www.listcorp.com/asx/vnt/ventia-services-group-limited,"	4640740000",5.53,-0.02,-0.36,Industrials
ASX:MTS,"Metcash Limited (ASX:MTS)",https://www.listcorp.com/asx/mts/metcash-limited,"	4592070000",4.19,0.01,0.24,"Consumer Staples"
ASX:VEU,"Vanguard All-World Ex-US Shares Index ETF (ASX:VEU)",https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,"	4520760000",107.29,-0.26,-0.24,Unclassified
ASX:LNW,"Light & Wonder Inc (ASX:LNW)",https://www.listcorp.com/asx/lnw/light-and-wonder-inc,"	4516350000",145.03,-1.97,-1.34,"Consumer Discretionary"
ASX:CMM,"Capricorn Metals Ltd (ASX:CMM)",https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	4390860000",10.4,0.22,2.16,Materials
ASX:AMP,"AMP Limited (ASX:AMP)",https://www.listcorp.com/asx/amp/amp-limited,"	4354590000",1.7275,0.01,0.44,Financials
ASX:SPK,"Spark New Zealand Limited (ASX:SPK)",https://www.listcorp.com/asx/spk/spark-new-zealand-limited,"	4269870000",2.28,0.02,0.88,"Communication Services"
ASX:SUL,"Super Retail Group Limited (ASX:SUL)",https://www.listcorp.com/asx/sul/super-retail-group-limited,"	4195860000",18.67,0.09,0.48,"Consumer Discretionary"
ASX:AAA,"BetaShares Australian High Interest Cash ETF (ASX:AAA)",https://www.listcorp.com/asx/aaa/betashares-australian-high-interest-cash-etf,"	4180530000",50.23,0.01,0.02,Unclassified
ASX:TUA,"Tuas Limited (ASX:TUA)",https://www.listcorp.com/asx/tua/tuas-limited,"	4151630000",7.72,0.00,0,"Communication Services"
ASX:BFL,"BSP Financial Group Limited (ASX:BFL)",https://www.listcorp.com/asx/bfl/bsp-financial-group-limited,"	4111540000",8.8,0.00,0,Financials
ASX:LOV,"Lovisa Holdings Limited (ASX:LOV)",https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	4031150000",40.17,3.76,10.33,"Consumer Discretionary"
ASX:AUB,"AUB Group Limited (ASX:AUB)",https://www.listcorp.com/asx/aub/aub-group-limited,"	3903350000",34.63,1.15,3.43,Financials
ASX:IGO,"IGO Limited (ASX:IGO)",https://www.listcorp.com/asx/igo/igo-limited,"	3899930000",5.32,0.17,3.3,Materials
ASX:CNU,"Chorus Limited (ASX:CNU)",https://www.listcorp.com/asx/cnu/chorus-limited,"	3805190000",8.77,0.00,0,"Communication Services"
ASX:LLC,"Lendlease Group (ASX:LLC)",https://www.listcorp.com/asx/llc/lendlease-group,"	3754650000",5.48,0.04,0.74,"Real Estate"
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	3720490000",8.03,-0.19,-2.37,Utilities
ASX:NHC,"New Hope Corporation Limited (ASX:NHC)",https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,"	3716750000",4.405,-0.00,-0.11,Energy
ASX:GGP,"Greatland Resources Limited (ASX:GGP)",https://www.listcorp.com/asx/ggp/greatland-resources-limited,"	3689130000",5.49,-0.01,-0.18,Materials
ASX:NHF,"NIB Holdings Limited (ASX:NHF)",https://www.listcorp.com/asx/nhf/nib-holdings-limited,"	3681850000",7.6,0.04,0.53,Financials
ASX:ETHI,"BetaShares Global Sustainability Leaders ETF (ASX:ETHI)",https://www.listcorp.com/asx/ethi/betashares-global-sustainability-leaders-etf,"	3678430000",16.23,0.02,0.12,Unclassified
ASX:HYGG,"Hyperion Global Growth Companies Fund (Managed Fund) (ASX:HYGG)",https://www.listcorp.com/asx/hygg/hyperion-global-growth-companies-fund-managed-fund,"	3658770000",7.15,0.02,0.28,Unclassified
ASX:GOR,"Gold Road Resources Limited (ASX:GOR)",https://www.listcorp.com/asx/gor/gold-road-resources,"	3628570000",3.37,0.03,0.9,Materials
ASX:VAU,"Vault Minerals Limited (ASX:VAU)",https://www.listcorp.com/asx/vau/vault-minerals-limited,"	3537290000",0.5325,0.01,2.4,Materials
ASX:DFGH,"Dimensional Global Core Equity Trust (Managed Fund)  AUD Hedged Class (ASX:DFGH)",https://www.listcorp.com/asx/dfgh/dimensional-global-core-equity-trust-managed-fund-aud-hedged-class,"	3467590000",38.39,0.00,0,Unclassified
ASX:PMV,"Premier Investments Limited (ASX:PMV)",https://www.listcorp.com/asx/pmv/premier-investments-limited,"	3437420000",21.63,0.13,0.6,"Consumer Discretionary"
ASX:RRL,"Regis Resources Limited (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources-limited,"	3423790000",4.86,0.33,7.28,Materials
ASX:VBND,"Vanguard Global Aggregate Bond Index (Hedged) ETF (ASX:VBND)",https://www.listcorp.com/asx/vbnd/vanguard-global-aggregate-bond-index-hedged-etf,"	3404730000",42.2,0.00,0,Unclassified
ASX:ARB,"ARB Corporation Limited (ASX:ARB)",https://www.listcorp.com/asx/arb/arb-corporation-limited,"	3394720000",40.67,-0.15,-0.37,"Consumer Discretionary"
ASX:VEA,"Viva Energy Group Limited (ASX:VEA)",https://www.listcorp.com/asx/vea/viva-energy-group-limited,"	3390990000",2.09,-0.01,-0.48,Energy
ASX:NSR,"National Storage REIT (ASX:NSR)",https://www.listcorp.com/asx/nsr/national-storage-reit,"	3367280000",2.46,0.04,1.65,"Real Estate"
ASX:VAP,"Vanguard Australian Property Securities Index ETF (ASX:VAP)",https://www.listcorp.com/asx/vap/vanguard-australian-property-securities-index-etf,"	3328290000",106.01,0.70,0.66,Unclassified
ASX:WAF,"West African Resources Limited (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	3308980000",3.045,0.15,5,Materials
ASX:CLW,"Charter Hall Long WALE REIT (ASX:CLW)",https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,"	3238380000",4.58,0.02,0.44,"Real Estate"
ASX:RWC,"Reliance Worldwide Corporation Limited (ASX:RWC)",https://www.listcorp.com/asx/rwc/reliance-worldwide-corporation-limited,"	3217920000",4.19,0.03,0.72,Industrials
ASX:NIC,"Nickel Industries Limited (ASX:NIC)",https://www.listcorp.com/asx/nic/nickel-industries-limited,"	3212290000",0.7475,0.01,1.01,Materials
ASX:VDHG,"Vanguard Diversified High Growth Index ETF (ASX:VDHG)",https://www.listcorp.com/asx/vdhg/vanguard-diversified-high-growth-index-etf,"	3200100000",72.99,0.18,0.25,Unclassified
ASX:IAF,"iShares Core Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	3174890000",103.71,0.00,0,Unclassified
ASX:MSB,"Mesoblast Limited (ASX:MSB)",https://www.listcorp.com/asx/msb/mesoblast-limited,"	3148720000",2.475,0.02,0.61,"Health Care"
ASX:DRO,"Droneshield Limited (ASX:DRO)",https://www.listcorp.com/asx/dro/droneshield-limited,"	3122750000",3.82,0.25,7,Industrials
ASX:WGX,"Westgold Resources Limited (ASX:WGX)",https://www.listcorp.com/asx/wgx/westgold-resources-limited,"	3104670000",3.385,0.10,2.89,Materials
